
FLOW_OUT_5
observed    simulated
50.9870       75.7900     
38.6070       72.9400     
34.8050       69.4300     
34.0040       65.5400     
32.6780       61.3600     
30.2880       57.1600     
33.1470       53.1400     
43.6360       50.7500     
48.0020       51.2500     
55.3540       53.1200     
58.2200       55.6800     
65.7500       65.2900     
52.0450       59.7600     
40.0010       59.6400     
37.4180       58.3200     
35.3960       56.2700     
33.4270       53.6600     
30.5010       50.7700     
39.7670       48.9400     
47.1490       49.3700     
57.8850       61.0200     
53.8200       59.8100     
45.7800       61.0300     
41.9280       60.6100     
33.8030       59.6100     
32.9640       57.9700     
31.7870       55.8000     
30.4980       53.0900     
29.5750       50.0200     
28.2330       46.8300     
26.3970       43.5700     
57.9690       44.4200     
47.4700       45.8500     
59.1570       46.2000     
40.7420       50.1000     
39.3860       47.6700     
42.0730       55.4200     
30.3120       48.7500     
29.5700       46.8400     
28.7400       44.4700     
27.6650       41.7800     
27.2300       39.0100     
29.0070       36.2800     
29.8420       33.9900     
59.6350       44.3100     
39.4150       45.1500     
39.3620       51.1400     
47.2920       53.3000     
41.7440       57.0900     
30.3650       58.9400     
27.9630       58.7100     
28.0940       57.4600     
27.9320       55.4500     
27.0540       53.0500     
24.8300       50.2600     
37.2710       48.4200     
48.3120       48.8200     
37.5810       49.2200     
44.4210       51.5400     
46.3890       50.0500     
43.7250       49.7800     
42.0080       49.7100     
32.7630       49.0700     
32.6690       47.7000     
33.2340       45.7800     
31.3010       43.5300     
33.3190       40.1200     
69.7050       72.4300     
46.6720       58.0600     
36.3860       59.2400     
30.6770       58.8700     
27.9440       57.2100     
28.1500       54.9400     
29.0960       52.2500     
29.6320       49.2500     
29.5520       46.1600     
34.3360       41.4000     
36.5940       41.8800     


FLOW_OUT_22
observed    simulated
17.1980       27.5900     
15.8350       37.2400     
12.7510       38.0400     
12.4470       37.3200     
7.6570        33.7900     
6.0150        29.2900     
5.2960        25.4000     
4.9660        22.0000     
5.2770        19.4300     
4.1720        17.2400     
6.3820        17.4500     
7.2550        16.8200     
12.5800       20.6900     
21.8370       43.7100     
24.7260       51.5900     
18.7780       53.4400     
11.7000       47.1100     
10.3010       41.1600     
8.9520        35.9600     
7.9120        31.3600     
7.0150        27.4100     
6.9040        23.9800     
9.5140        21.4200     
15.2710       22.7600     
14.3830       23.4800     
15.8810       27.9100     
24.7800       38.1000     
14.1850       45.1300     
15.5220       48.2200     
11.6930       43.5400     
8.7510        38.0900     
7.8600        33.2500     
7.3560        29.1000     
6.5780        25.5300     
10.5720       24.2200     
22.2010       33.8000     
12.2440       36.4900     
14.7200       36.2200     
18.7790       38.4200     
26.2420       45.6700     
16.3850       44.8700     
12.5490       39.4100     
11.7310       34.5000     
9.7930        30.1400     
7.5460        26.3900     
10.9250       23.9900     
21.0530       27.8400     
16.8050       33.7300     
14.1270       36.6600     
21.4500       47.5800     
14.5560       45.2500     
11.7430       40.9200     
9.3320        35.9400     
8.1570        31.3600     
7.9000        27.3700     
7.2160        23.8400     
5.7110        20.8100     
5.0800        18.1800     
6.1340        16.0200     
10.9520       14.9000     
7.7810        13.9200     
14.1420       14.4300     
14.5420       16.3500     
12.8140       16.7000     
7.2970        14.8100     
6.1780        12.8500     
5.5120        11.1500     
5.0680        9.6380      
4.4830        8.3700      
3.8920        7.3420      
8.6410        7.9660      
17.7280       15.5200     
14.5090       20.1100     
13.3290       22.7900     
16.4700       21.1100     
16.4720       22.4500     
18.7760       29.0200     
13.3980       25.9300     
10.1360       22.7100     
8.6990        19.7700     
6.8730        17.2500     
10.7260       15.3600     
16.6030       18.9400     
15.7280       23.3100     
18.4820       32.6400     
13.2480       31.3500     
22.8060       27.1500     
18.0650       28.5600     
11.7190       25.5600     
9.6830        22.6300     
9.1110        19.7000     
8.1550        17.1100     
6.5030        14.8900     
7.4600        13.2300     
12.4430       15.1900     
16.5860       15.8300     
19.8530       17.5000     
19.0790       19.9200     
23.5250       27.6500     
18.8350       29.5700     
12.2180       26.1700     
10.3480       22.8800     
8.8030        19.9700     
7.6060        17.3900     
5.1900        15.1800     
11.3780       16.0300     
15.4260       17.3200     
20.5820       20.8000     
19.9220       19.8800     
17.7470       17.5600     
15.4350       15.9000     
10.1580       14.9700     
9.8010        13.9100     
7.4690        13.1000     
6.6920        11.3500     
6.2840        9.7980      
4.8230        8.4780      
4.3710        7.3370      
16.0920       7.6100      
15.4700       9.7020      
17.8410       15.6700     
12.2950       19.0000     
12.8060       17.6900     
14.4250       17.9800     
7.7670        15.6500     
6.6380        13.4700     
5.7060        11.5800     
4.3310        9.9330      
4.0220        8.5390      
5.1740        7.4020      
5.5720        6.5320      
16.1900       9.1660      
12.1380       14.2800     
12.2630       13.5000     
17.6310       12.5900     
15.2120       13.1300     
7.6580        11.9700     
6.4080        10.3000     
6.0130        8.8480      
5.3300        7.5780      
4.4030        6.5050      
3.6570        5.5840      
9.9270        4.8410      
16.0180       5.4210      
8.2040        6.2080      
10.6090       5.9330      
11.6980       10.2100     
6.4050        9.9340      
6.2360        8.5390      
6.0080        7.3120      
4.7640        6.2720      
4.5700        5.3840      
5.8530        4.9010      
5.1280        6.2110      
10.9910       14.8800     
5.3340        15.4800     
3.8310        14.5500     
2.8240        12.5100     
3.2320        10.7800     
3.1450        9.2700      
2.9280        7.9350      
2.7070        6.8080      
2.8510        5.8960      
4.1160        6.6110      
5.6870        8.9250      


FLOW_OUT_23
observed    simulated
244.9370      193.5000    
191.8880      205.3000    
181.7580      201.5000    
184.4680      207.4000    
142.6090      213.4000    
130.5350      218.5000    
120.9270      222.8000    
118.8070      226.0000    
119.2730      227.9000    
116.0010      228.5000    
153.4380      230.3000    
145.7070      230.2000    
219.6760      249.6000    
271.7080      240.2000    
278.1650      250.8000    
228.2570      265.2000    
165.2460      276.4000    
148.8470      287.6000    
139.6670      298.0000    
132.0480      307.0000    
124.0410      314.1000    
125.3570      320.2000    
144.4040      325.6000    
189.8200      337.6000    
176.9410      336.4000    
212.1160      400.7000    
251.3040      346.6000    
192.5360      348.5000    
184.6140      351.9000    
149.2220      353.9000    
132.1630      353.6000    
121.9990      352.0000    
115.8150      348.8000    
114.1750      344.1000    
151.5840      339.3000    
239.9700      335.7000    
173.1330      331.1000    
167.5300      338.4000    
221.5680      334.0000    
263.0680      328.1000    
191.0880      324.7000    
150.6200      320.3000    
139.4310      315.4000    
127.3580      309.5000    
120.0300      302.8000    
148.4110      295.4000    
194.4300      289.3000    
181.9410      283.9000    
172.1410      279.6000    
232.8630      287.4000    
177.9770      275.5000    
146.3080      273.5000    
127.2830      271.0000    
118.1730      267.9000    
117.3680      264.0000    
110.7460      259.3000    
102.8610      253.7000    
99.9510       247.3000    
108.6830      240.6000    
150.3820      238.5000    
125.1550      231.6000    
157.6990      227.0000    
197.2570      231.5000    
181.9550      227.6000    
124.4950      226.3000    
108.4480      223.7000    
104.4360      220.5000    
98.6170       216.6000    
94.2890       212.2000    
92.0190       207.1000    
113.3960      202.6000    
187.5420      201.3000    
172.4930      199.5000    
169.4000      205.6000    
149.9100      207.9000    
185.7340      205.1000    
207.3160      209.6000    
142.8710      214.4000    
118.9040      219.5000    
106.8400      223.9000    
98.8020       227.3000    
121.6920      229.7000    
192.3460      235.3000    
167.9450      239.0000    
178.2980      244.0000    
140.1820      256.2000    
196.6250      252.2000    
174.4300      257.1000    
124.3430      260.2000    
111.6030      261.8000    
106.5740      262.0000    
101.3620      260.9000    
95.5750       258.4000    
105.3300      254.8000    
157.7110      252.5000    
181.9880      251.1000    
224.8370      251.7000    
182.2270      261.0000    
233.3480      255.7000    
201.7460      258.3000    
130.5420      259.3000    
117.1200      259.8000    
109.1980      259.6000    
103.0970      258.5000    
92.5360       256.5000    
125.1500      254.2000    
181.9840      257.6000    
254.1840      315.7000    
231.1170      271.8000    
197.5150      272.9000    
169.9220      274.2000    
145.5420      274.9000    
135.1740      274.2000    
129.9490      272.5000    
122.9770      269.9000    
116.7790      266.1000    
110.1020      261.3000    
104.2390      255.5000    
203.4570      253.6000    
180.4010      255.0000    
192.1580      288.6000    
177.0570      267.9000    
143.5470      256.4000    
171.2360      256.6000    
117.8810      254.5000    
106.5010      251.6000    
102.2500      248.0000    
96.3300       243.4000    
91.4560       238.2000    
98.7130       232.2000    
109.6260      225.8000    
205.2270      221.8000    
174.8010      220.7000    
141.9420      227.1000    
182.8640      219.5000    
178.9080      221.3000    
114.1920      221.7000    
103.0600      221.6000    
101.6790      221.0000    
98.0520       219.5000    
92.7880       217.1000    
86.1340       213.9000    
137.5720      210.8000    
207.0700      208.2000    
99.1130       193.0000    
94.8410       190.1000    
87.8520       186.5000    
81.9980       182.4000    
102.7360      178.3000    
98.2890       176.2000    
88.4740       197.4000    
79.9770       197.1000    
79.0550       195.2000    
78.2290       192.5000    
90.7470       189.7000    
102.3480      187.0000    
116.3790      185.5000    


FLOW_OUT_24
observed    simulated
102.9720      156.6000    
83.9460       171.5000    
82.0260       176.9000    
86.1480       206.1000    
62.0330       199.8000    
56.8010       201.2000    
52.9640       199.9000    
51.3550       196.5000    
48.3350       191.6000    
50.1680       185.9000    
70.3570       182.4000    
68.6700       180.8000    
97.7050       214.8000    
114.4020      227.1000    
117.3270      245.0000    
96.5130       265.8000    
73.4930       280.0000    
67.0660       288.5000    
63.3220       292.5000    
60.3280       292.7000    
57.5600       289.8000    
59.8790       284.7000    
70.3480       280.5000    
86.4700       285.3000    
81.6090       292.9000    
95.3780       344.1000    
93.7620       289.7000    
87.5900       287.1000    
85.2630       286.7000    
71.3400       282.0000    
63.9940       274.3000    
59.9040       264.9000    
57.6130       254.4000    
56.4400       243.1000    
73.5400       233.2000    
104.5990      229.7000    
80.9170       227.4000    
79.2270       229.5000    
96.2150       241.0000    
106.1370      225.7000    
87.3780       223.4000    
71.1940       217.3000    
67.1280       209.7000    
62.0810       200.9000    
60.1300       191.6000    
72.9170       183.0000    
87.4940       178.9000    
85.6590       180.1000    
81.7020       177.5000    
99.3300       188.8000    
82.9870       185.4000    
70.3440       182.5000    
62.2940       177.6000    
59.4080       171.5000    
59.1520       164.5000    
56.3320       156.8000    
53.4100       148.7000    
52.3540       140.7000    
55.2600       134.3000    
78.0560       134.4000    
68.0030       131.4000    
79.0670       132.9000    
94.8350       158.9000    
80.0580       167.1000    
55.6930       156.9000    
48.1330       153.6000    
46.6500       149.2000    
43.5660       144.0000    
41.5570       138.3000    
39.6900       132.3000    
50.6960       127.0000    
85.8320       125.8000    
77.3940       134.0000    
77.2810       143.1000    
65.0160       168.6000    
84.1600       160.9000    
94.2000       176.6000    
64.2290       185.2000    
52.5180       188.8000    
47.2390       189.5000    
44.4220       188.0000    
58.3850       195.6000    
90.6510       190.5000    
77.1000       190.0000    
79.2700       193.9000    
64.0370       200.7000    
86.9960       195.3000    
76.7490       202.7000    
55.4030       202.0000    
50.2590       198.6000    
47.6110       193.8000    
45.0920       187.8000    
42.4230       181.0000    
47.2130       174.2000    
76.2800       175.4000    
84.4670       177.7000    
105.8690      182.3000    
80.3570       191.8000    
101.3280      195.6000    
86.2440       202.7000    
61.3900       203.5000    
54.9380       202.2000    
52.0990       199.1000    
48.8470       194.5000    
43.9400       188.7000    
62.1030       184.3000    
92.6170       201.1000    
108.5940      247.8000    
97.6120       210.8000    
83.8180       213.9000    
70.9640       213.2000    
58.5660       210.5000    
54.3240       206.2000    
51.9630       200.8000    
49.3890       194.3000    
47.7760       186.8000    
45.4460       178.7000    
45.0820       170.2000    
90.7020       171.8000    
80.1220       174.3000    
85.6250       216.2000    
81.8360       196.0000    
65.2530       192.4000    
80.7580       189.9000    
55.3990       186.8000    
51.3460       182.0000    
49.8460       175.9000    
47.3990       168.7000    
45.1840       161.1000    
48.8860       154.1000    
54.8650       148.8000    
96.7630       160.3000    
81.3310       156.5000    
65.8320       162.4000    
83.6950       160.9000    
83.3760       163.9000    
56.0560       163.1000    
49.4580       160.5000    
48.7450       156.5000    
47.9880       151.4000    
44.5950       145.7000    
41.3070       139.6000    
64.4960       135.2000    
78.7040       133.9000    
66.0710       139.9000    
74.9630       131.4000    
73.9300       136.5000    
55.4460       132.9000    
53.6220       128.4000    
51.5610       123.2000    
48.5330       117.8000    
51.5660       106.8000    
97.5000       189.7000    
80.1690       140.7000    
61.4840       146.4000    
50.6810       144.3000    
45.0320       142.2000    
45.7410       139.0000    
45.8990       135.0000    
45.3620       130.3000    
46.5880       125.2000    
53.5720       123.1000    
60.1290       119.9000    


FLOW_OUT_25
observed    simulated
21.2890       15.3900     
18.6740       20.9700     
16.9600       21.5600     
16.0040       21.0800     
13.1660       19.1800     
12.4880       16.7200     
11.9910       14.5800     
11.7430       12.7000     
11.2080       11.2600     
12.0520       10.0500     
14.5500       10.0600     
13.9590       9.7010      
18.8650       11.7500     
26.6150       24.8200     
24.7640       29.3900     
19.0890       30.5500     
14.8840       27.2000     
13.6200       24.0000     
13.7340       21.1700     
13.5210       18.6400     
13.4300       16.4500     
12.7650       14.5300     
15.1250       13.0700     
16.7230       13.6400     
19.2210       13.9500     
22.0640       16.3400     
25.2680       21.9500     
20.5230       26.0500     
19.1130       27.6900     
15.7700       25.2300     
13.3930       22.3100     
12.8220       19.6700     
12.0700       17.4000     
12.2470       15.4200     
16.8160       14.5900     
24.1010       19.7400     
17.8880       21.4100     
18.2350       21.2800     
21.9620       22.5100     
24.7010       26.5200     
18.9460       26.2900     
16.3010       23.3300     
14.2230       20.6400     
12.9380       18.2100     
13.1160       16.1100     
17.6460       14.6900     
21.3920       16.5200     
20.3720       19.6800     
20.1230       21.4800     
25.2180       27.7600     
17.5260       26.5700     
13.0100       24.1600     
12.9650       21.3800     
11.8210       18.8100     
12.1590       16.5500     
12.1700       14.5300     
10.4930       12.7900     
9.5340        11.2600     
11.4850       10.0000     
16.2350       9.3480      
14.3350       8.7480      
19.0670       8.9200      
22.1690       9.8520      
20.7880       9.9970      
14.8540       8.9030      
12.0090       7.7640      
11.1570       6.7620      
10.1260       5.8740      
9.8210        5.1220      
9.7470        4.5120      
13.4390       4.7570      
19.8170       8.7330      
15.8210       11.2800     
15.5090       12.8700     
14.2970       11.9200     
16.8790       12.6200     
19.0600       16.3500     
14.0900       14.7500     
12.7430       13.0300     
12.0310       11.4500     
12.1200       10.0800     
14.4740       9.0420      
19.7100       10.8800     
16.5620       13.2900     
18.2450       18.7000     
15.8010       18.1200     
18.6210       15.8100     
18.1080       16.4600     
14.5150       14.8400     
13.8920       13.2100     
13.2500       11.5800     
12.6080       10.1300     
11.8640       8.8780      
12.3810       7.9240      
17.1790       8.8760      
20.0320       9.2240      
19.4490       10.1200     
19.0810       11.4700     
22.7190       15.7900     
17.9940       16.9500     
13.9190       15.1300     
12.8340       13.3400     
12.4890       11.7400     
11.7200       10.3200     
10.6710       9.0800      
14.7000       9.4160      
20.2760       10.0900     
21.7670       11.9700     
20.8760       11.5200     
17.5090       10.2400     
15.7650       9.2620      
14.8760       8.6870      
13.1360       8.0300      
13.2850       7.5370      
12.3990       6.5530      
11.7580       5.6830      
11.0730       4.9360      
10.5510       4.2870      
18.6310       4.4340      
16.7710       5.5830      
17.0370       8.6740      
16.2520       10.5500     
14.2230       9.7770      
16.2350       9.9050      
12.3390       8.6360      
11.4080       7.4370      
10.7630       6.4010      
10.2740       5.4930      
9.9050        4.7230      
10.6290       4.0990      
11.6130       3.6280      
19.0590       4.9940      
15.7000       7.7650      
15.0170       7.3630      
18.5660       6.8550      
19.6210       7.1380      
13.4760       6.5250      
12.4350       5.6160      
12.3730       4.8230      
11.9410       4.1290      
10.5820       3.5410      
9.9840        3.0370      
14.9940       2.6390      
17.5750       2.9380      
13.2000       3.3710      
19.5110       3.2310      
20.8390       4.1170      
20.5820       5.4370      
19.3000       6.1140      
0.0000        5.3200      
0.0000        4.5710      
10.8000       3.9100      
12.0270       3.3500      
12.0870       2.8730      
12.6880       2.6180      
14.9830       3.3090      
23.6830       5.4150      
21.0250       8.0350      
16.2840       8.3540      
11.9220       7.8700      
11.1500       6.7680      
11.2700       5.8260      
11.8870       5.0100      
11.5120       4.2850      
11.6860       3.6730      
13.5580       3.1860      
16.3180       3.5320      
16.9010       4.7920      


FLOW_OUT_27
observed    simulated
25.7780       21.8200     
21.2540       29.1800     
21.8540       29.6500     
20.4070       29.0000     
14.9750       26.1900     
14.9090       22.7600     
13.8840       19.7800     
13.4590       17.1800     
13.0630       15.2200     
13.1700       13.5900     
16.5820       13.7800     
16.5350       13.3000     
23.2720       16.5800     
28.8580       34.4700     
29.4380       40.2800     
25.2650       41.4600     
17.4490       36.7000     
16.8650       32.2200     
15.5430       28.2900     
14.6500       24.7900     
13.3800       21.7800     
14.2270       19.1400     
18.8580       17.2100     
21.5090       18.2900     
21.2040       18.8600     
23.9800       22.3800     
27.6980       30.4600     
22.9870       35.5200     
22.5170       37.6300     
17.8630       33.9800     
15.8190       29.8900     
14.8920       26.2300     
14.4290       23.0800     
14.5540       20.3700     
20.6470       19.4500     
30.4560       27.0700     
21.3190       29.0900     
21.5100       29.0600     
26.2930       30.7900     
30.0860       36.2500     
23.1390       35.4300     
19.8610       31.2800     
17.4320       27.5200     
17.2300       24.1600     
19.9920       21.2600     
20.0340       19.4400     
23.1830       22.3200     
21.7310       26.8300     
21.0910       29.1600     
24.4190       37.9500     
21.8610       35.9500     
17.0290       32.5300     
13.7130       28.6600     
13.2650       25.1100     
13.3370       22.0000     
12.4970       19.2400     
11.6540       16.8600     
11.3780       14.7900     
12.3990       13.1100     
17.8080       12.3600     
15.1390       11.6600     
19.7570       12.0800     
20.9870       13.6500     
20.5040       13.9000     
13.7350       12.3300     
12.3330       10.7300     
11.9460       9.3150      
11.0580       8.0700      
10.8010       7.0220      
10.5150       6.1790      
14.4470       6.7030      
22.2750       12.5700     
20.8960       16.1500     
21.2670       18.1600     
18.8550       16.8400     
22.1880       17.8800     
24.2560       22.6600     
17.1880       20.2800     
14.3560       17.8200     
12.6640       15.5700     
11.6830       13.6400     
16.7770       12.2400     
22.8520       15.1100     
20.3240       18.6000     
21.1270       25.8600     
19.3840       24.8800     
23.7170       21.6500     
19.6420       22.6600     
15.2180       20.2700     
13.7990       17.9700     
13.0140       15.6900     
11.7640       13.6700     
10.9270       11.9400     
13.2530       10.6700     
21.8740       12.2400     
23.0380       12.7900     
23.8930       14.2300     
21.4080       16.1600     
24.5890       22.2100     
22.1860       23.4600     
16.1790       20.8000     
14.2180       18.2500     
13.0550       15.9800     
12.4090       13.9700     
11.2890       12.2400     
18.6110       12.9200     
23.0180       13.9700     
29.2510       16.7500     
25.3340       15.9800     
21.8240       14.1900     
19.8530       12.8500     
16.1630       12.0200     
15.7160       11.1500     
13.8170       10.4300     
13.3900       9.0400      
12.7530       7.8190      
11.5680       6.7750      
11.9830       5.8700      
23.1900       6.2180      
18.8390       8.0380      
21.1420       12.5300     
21.2690       15.0700     
18.6940       14.0400     
21.2510       14.1900     
15.9920       12.3500     
13.2870       10.6300     
12.2800       9.1450      
11.1560       7.8450      
10.1370       6.7440      
12.1850       5.8590      
15.8320       5.2020      
24.7380       7.4170      
17.6340       11.2500     
15.0640       10.6800     
23.4860       9.9980      
22.1380       10.4800     
15.4960       9.5260      
14.3660       8.1960      
12.4480       7.0400      
11.3380       6.0280      
10.8070       5.1730      
11.0040       4.4400      
20.0550       3.8620      
22.6990       4.3790      
16.4680       4.9700      
11.9500       4.7900      
15.8080       6.1500      
21.2450       8.0520      
21.1480       9.0000      
18.3720       7.8020      
13.1010       6.7050      
11.9700       5.7390      
10.9510       4.9210      
9.9950        4.2230      
13.1090       3.8820      
11.9250       4.9160      
15.2840       8.2010      
17.0990       11.9000     
10.7310       12.3100     
9.4200        11.4900     
9.1510        9.8840      
9.2030        8.5120      
10.1310       7.3220      
9.7320        6.2660      
9.9720        5.3750      
14.3890       5.2720      
15.1850       7.1020      


FLOW_OUT_29
observed    simulated
6.8090        23.2700     
4.9700        27.1200     
4.7120        26.0800     
5.4650        27.1800     
4.0280        26.5200     
3.5080        25.3100     
3.2250        23.9800     
3.2140        22.5800     
3.3280        21.1900     
3.5040        20.1200     
4.3190        21.3700     
4.0950        25.1900     
8.9320        51.0200     
9.8860        58.8400     
7.2830        42.2700     
7.2750        44.1700     
5.0910        44.3700     
3.9180        43.8200     
3.5720        42.8600     
3.3820        41.5700     
3.2470        40.2000     
3.2990        38.5400     
3.6040        37.8100     
5.2890        45.6400     
5.6590        56.3900     
6.2140        61.5600     
7.3320        63.1200     
6.2620        59.1900     
5.3120        61.0200     
4.0480        58.7000     
3.4440        56.4000     
3.2210        53.7700     
3.2710        51.0000     
3.3270        48.1300     
3.6770        45.8600     
5.0050        47.1500     
3.9320        44.9800     
3.8830        43.8800     
5.3040        44.4900     
7.4770        50.0600     
5.2930        50.2200     
4.2250        47.7700     
3.8700        45.1800     
2.9430        42.4700     
2.7980        39.7900     
3.3640        37.3200     
3.9860        35.5600     
3.8710        34.6500     
3.4640        32.9000     
7.0520        44.4000     
5.3310        45.1500     
3.8980        38.2900     
3.1410        36.2300     
2.7340        34.1200     
2.7270        31.9400     
2.6160        29.7400     
2.5060        27.6300     
2.4150        25.6000     
2.4570        23.8500     
3.7550        23.7200     
3.0750        23.2000     
3.6890        23.3200     
5.1480        35.7800     
4.5960        40.0400     
3.4370        29.0000     
2.6530        27.5500     
2.3760        25.9800     
2.2630        24.3300     
2.2430        22.8600     
2.2180        21.8800     
2.7030        20.6800     
4.5180        22.1200     
3.6610        24.6600     
4.0190        27.4300     
4.0520        46.7100     
5.2650        56.3800     
8.3180        37.6000     
4.5740        37.7100     
3.2860        36.6900     
2.8030        35.2600     
2.5970        33.6600     
3.4870        33.9000     
4.1040        33.1500     
4.3670        33.6700     
5.0300        43.2000     
3.4380        35.9200     
5.3600        53.3700     
6.1600        58.8700     
3.8820        44.1000     
3.1600        42.8700     
2.8370        41.2100     
2.6420        39.3000     
2.5630        37.2700     
2.8440        35.3100     
3.5130        38.0700     
4.5690        34.5100     
6.4940        42.6000     
5.4760        56.1600     
8.0270        55.0900     
6.4830        49.4700     
4.7710        47.7500     
3.7540        45.8000     
3.1370        43.5900     
2.9430        41.2200     
2.7670        38.8500     
3.4120        37.3700     
7.0010        75.2000     
8.2340        49.0900     
6.4330        57.7100     
4.7570        54.8900     
3.6980        53.0600     
3.2240        50.7300     
2.8830        48.0700     
2.5710        45.2800     
2.4230        42.4000     
2.4450        39.4900     
2.3810        36.6900     
2.3510        34.0200     
4.1540        33.2300     
4.0220        33.5400     
4.1120        45.5800     
4.4000        35.2600     
3.6760        32.3800     
3.9230        31.3100     
2.8510        29.4800     
2.5100        27.2200     
2.3260        25.0400     
2.1470        22.9300     
2.1300        20.9600     
2.2830        19.1700     
2.6240        18.1000     
4.8460        18.5000     
3.9050        19.7900     
3.0850        19.5600     
4.1160        25.0500     
5.3010        21.2900     
3.4380        20.4800     
2.7590        19.1100     
2.4270        17.7100     
2.3800        16.3200     
2.0250        15.0100     
2.0190        13.8400     
2.4930        13.6700     
3.1430        22.7000     
2.5290        18.6200     
2.8050        18.2100     
3.2980        18.6300     
3.5250        32.3000     
3.7880        25.5600     
2.4340        24.9700     
2.1040        24.0700     
1.9490        23.0000     
1.8840        21.8600     
1.7670        20.6700     
1.5970        31.9800     
1.5060        21.9500     
5.4800        42.1800     
3.2520        41.3600     
1.9550        42.2900     
1.4750        41.9700     
3.8040        39.7800     
1.4020        38.2900     
1.4050        36.6200     
1.5180        34.8900     
1.7650        34.1400     
2.2030        39.8200     
2.3680        39.5500     


FLOW_OUT_34
observed    simulated
40.9320       35.6000     
29.0020       37.8200     
28.6910       37.9000     
35.2270       41.3200     
22.4950       43.5200     
21.0730       44.5500     
19.8860       44.8200     
19.5690       44.5800     
18.5870       43.8900     
19.4270       42.8300     
24.1820       44.4100     
24.2430       42.6900     
36.9280       44.5900     
44.0370       49.6700     
44.0690       58.9500     
38.1680       64.0600     
23.5530       67.7400     
22.7150       70.2000     
21.7840       71.1800     
20.1760       71.1100     
19.1200       70.2000     
19.8790       68.6600     
24.6940       66.7200     
32.0240       65.3000     
28.8540       63.1000     
34.1520       63.3300     
42.9970       63.3200     
34.0520       58.3500     
27.6770       55.3200     
22.5720       52.4700     
19.8550       49.1200     
18.4210       45.7800     
17.5740       42.5800     
17.1160       39.5100     
25.0260       36.8100     
41.9030       35.7100     
27.9690       34.7900     
27.1570       34.3800     
33.6940       32.1900     
38.8600       31.1200     
28.4240       29.3800     
21.7790       27.6200     
20.1160       25.9200     
18.6590       24.1000     
18.0460       22.3700     
23.6630       20.9200     
29.7580       19.8400     
29.7210       19.2800     
27.7860       18.6600     
33.3610       19.1900     
26.6400       18.5200     
21.8740       18.0800     
21.7780       17.5100     
18.3070       16.7900     
18.0690       15.9900     
16.7040       15.1200     
15.2360       14.2300     
14.7250       13.3900     
15.9950       12.9200     
28.5710       14.2300     
21.5940       15.5800     
24.9410       16.7400     
33.6520       18.4300     
26.9180       20.3800     
17.4000       21.5200     
15.2970       22.1900     
15.0140       22.4600     
14.1750       22.4200     
12.9630       22.1200     
12.1720       21.6300     
17.5890       21.2400     
32.5110       22.7300     
32.4400       25.7400     
31.4680       29.2800     
23.2420       29.0700     
33.2770       34.2200     
37.0210       36.8100     
23.2850       39.2300     
19.1950       40.2800     
16.9290       40.5600     
15.1120       40.2700     
20.0230       40.4100     
34.5730       40.3100     
26.7740       39.6700     
24.8580       38.9800     
16.4850       39.1600     
27.7350       37.4300     
23.0080       38.4800     
14.5680       37.9600     
12.4620       36.9800     
11.4080       35.7900     
10.3020       34.4000     
8.6190        32.9100     
11.2090       31.5500     
26.2840       31.8300     
27.6880       33.2000     
34.1920       37.8800     
25.2650       39.8200     
31.1030       39.3400     
28.7580       40.5200     
18.1810       40.1200     
19.1560       39.2000     
18.6640       38.0000     
16.8960       36.5700     
14.5910       35.0100     
20.9700       33.7000     
30.5460       35.8500     
37.4230       40.5600     
33.8180       43.6300     
28.3900       43.4700     
24.1410       42.7200     
19.5070       41.7600     
18.0170       40.5500     
17.2560       39.0300     
17.0290       37.3500     
16.4850       35.5200     
15.6840       33.6300     
14.6130       31.7300     
30.2890       30.5200     
28.2770       30.7300     
27.4350       30.4600     
27.9640       32.2500     
22.0520       31.2700     
27.8540       32.6200     
17.8540       33.2400     
16.7650       33.0600     
16.6440       32.4800     
15.3450       31.5900     
15.2640       30.4800     
16.4050       29.2500     
19.7370       28.4200     
33.2630       30.4100     
30.7780       32.7500     
22.0010       34.3800     
29.9690       34.3900     
30.7780       37.6700     
18.4790       38.7300     
16.2500       38.5200     
16.0260       37.8600     
15.4770       36.8300     
14.7830       35.5900     
13.3660       34.2200     
22.4220       33.1000     
29.4570       32.6000     
19.3820       31.7400     
22.6620       31.9200     
23.5270       30.0200     
25.0130       29.4900     
26.2040       29.0200     
16.6330       27.8400     
15.9030       26.5100     
14.9340       25.0600     
13.8260       23.6000     
12.9430       22.1200     
14.3730       20.7000     
28.4700       19.6300     
29.4170       19.9300     
19.6920       18.9700     
14.4270       18.2500     
11.9760       17.4900     
12.5910       16.7100     
12.0850       15.8600     
11.8940       14.9100     
12.5510       14.0300     
15.1400       13.4200     
15.3700       12.5900     
17.6340       11.9500     


FLOW_OUT_36
observed    simulated
10.4100       5.0430      
9.5210        4.2510      
10.0640       5.4430      
10.1150       12.0900     
8.6620        5.5390      
8.2620        4.7920      
7.8030        4.1290      
7.9420        3.5490      
7.9510        3.0710      
8.2470        2.9250      
8.9510        3.0820      
9.4670        2.9650      
10.4180       5.2980      
10.2250       10.8800     
9.8860        11.1500     
9.8440        17.5400     
8.7800        8.0610      
8.4800        7.0280      
8.3120        6.0660      
8.0360        5.2230      
8.0270        4.5170      
8.2980        3.9860      
8.4260        3.5010      
8.5830        3.0940      
