 FLOW_OUT_5
observed          L95PPU         U95PPU         Best_Sim       M95PPU
101.570999      79.049995       259.193329      121.400002      209.960449     
105.047997      147.079178      301.150024      139.600006      265.917999     
128.138000      227.266663      497.157196      167.100006      437.471008     
140.587006      333.206665      568.388000      182.800003      520.899170     
112.709000      167.641129      304.197479      133.000000      221.118011     
108.882004      156.587494      276.479980      150.000000      207.961990     
87.605003       24.472769       182.945755      136.300003      55.702694      
80.146004       13.941466       131.616272      136.300003      36.868690      
76.474998       11.610855       122.048744      136.100006      30.685200      
75.398003       10.605968       98.153008       135.800003      26.532595      
73.635002       11.738564       73.264999       135.000000      24.391600      
96.782997       147.866669      334.831635      202.100006      271.787018     
110.621002      187.512497      388.757294      198.800003      338.121002     
89.346001       38.598381       163.020996      143.600006      82.458107      
103.124001      43.892334       126.764015      147.100006      73.095627      
117.204002      115.739998      232.619995      146.000000      190.249985     
132.126007      133.270828      342.573303      143.399994      287.099915     
90.542999       27.509363       151.556992      143.199997      56.795910      
78.241997       14.191033       118.441513      140.600006      30.203398      
74.651001       9.245187        95.885162       137.699997      23.365791      
70.986000       6.512606        73.715698       134.699997      19.478251      
71.222000       8.230703        60.463974       131.399994      19.085110      
78.836998       47.058334       104.437721      129.500000      85.012390      
96.321999       120.839996      310.206696      164.100006      252.367035     
88.725998       100.649109      190.362686      133.699997      144.918228     
89.614998       65.776253       141.470016      132.699997      98.466209      
121.122002      351.019958      739.797058      304.299988      645.191223     
87.675003       54.419922       195.897781      144.199997      97.761513      
79.231003       15.816525       136.329254      141.500000      36.537098      
73.018997       10.195467       121.095871      138.199997      27.253294      
70.133003       8.202413        87.298264       134.899994      22.304331      
68.862000       7.116586        69.106003       131.300003      18.945881      
65.720001       6.514482        54.799198       127.500000      16.486631      
62.812000       5.512888        40.818695       123.599998      14.569961      
62.967999       5.009860        27.777597       119.500000      13.139338      
68.293999       10.333806       72.781609       115.400002      44.982738      
83.332001       45.422501       150.413284      117.000000      122.670715     
81.757004       56.017086       124.079361      111.599998      106.733910     
114.488998      99.378128       395.599304      111.099998      345.263977     
108.267998      217.994980      568.854980      136.899994      503.795105     
97.468002       156.587112      291.169769      115.300003      215.442780     
78.147003       22.267179       185.268005      112.000000      45.677311      
71.458000       15.143997       127.602997      108.800003      32.320805      
68.907997       9.837250        100.143715      105.800003      26.350080      
67.002998       7.065917        92.081093       102.900002      22.262323      
66.263000       5.808862        71.649406       100.000000      19.491793      
65.224998       5.417587        60.380005       97.199997       17.678827      
81.018997       75.453499       195.322845      110.300003      158.613983     
108.671997      205.962494      537.573120      176.899994      471.230988     
98.464996       200.699982      340.033295      158.899994      299.156067     
94.458000       149.057510      257.120056      118.800003      208.559937     
96.599998       142.975006      224.199966      152.899994      179.982986     
108.045998      65.777878       151.658249      116.699997      103.460007     
109.626999      75.189499       161.503311      118.900002      113.754990     
83.241997       15.441128       115.497261      118.000000      34.976704      
74.536003       6.464442        101.710281      116.400002      20.910191      
69.387001       4.490963        81.433716       114.500000      16.848757      
66.989998       4.351076        58.240005       112.300003      14.384080      
88.537003       24.638500       127.355515      110.300003      95.202698      
107.018997      53.890999       130.600983      109.699997      94.678497      
106.429001      103.506996      308.435913      118.800003      247.143143     
103.914001      91.703339       173.728012      115.199997      131.818024     
82.971001       51.912857       132.840012      116.099998      84.966301      
116.161003      132.291672      559.962463      112.400002      484.537140     
95.594002       61.508106       207.792252      111.400002      106.307686     
77.402000       11.631096       143.037979      109.199997      34.253899      
71.671997       5.827229        99.744408       107.300003      25.031729      
69.204002       4.649178        95.827454       105.599998      20.332623      
67.319000       4.683529        76.475998       103.800003      17.259249      
64.845001       4.120393        52.912998       101.900002      15.012030      
75.291000       17.308750       179.791977      100.099998      133.799881     
97.018997       106.093124      331.003998      126.800003      281.028107     
97.639999       106.310997      202.054108      105.400002      158.956909     
113.082001      146.940002      249.159988      103.900002      211.471008     
108.700996      262.713318      457.937775      183.300003      391.382965     
124.244003      179.389999      300.799988      112.699997      255.337006     
98.227997       110.468750      192.190033      112.300003      136.575989     
79.626999       18.608370       135.051987      110.900002      40.164501      
74.532997       13.253180       104.470238      109.300003      31.698498      
71.489998       8.466613        96.380722       107.599998      26.655527      
68.727997       6.709216        85.806198       105.699997      22.936047      
65.472000       5.886813        64.438400       103.699997      20.056572      
85.521004       54.683334       187.717041      102.000000      157.939667     
101.065002      118.504158      233.426620      132.100006      200.060043     
122.555000      355.800018      1049.003174     169.000000      945.419006     
124.508003      333.679993      620.987488      165.500000      503.024017     
103.080002      202.806931      361.720032      162.600006      263.698975     
96.709999       123.710709      221.860001      122.000000      169.089005     
83.658997       137.289993      207.975967      124.199997      177.019028     
78.957001       49.178860       168.284988      126.699997      78.534492      
73.410004       19.596556       146.781998      129.199997      44.747105      
70.299004       13.381033       128.781631      131.199997      35.222301      
68.157997       13.787367       108.933998      132.800003      30.223804      
66.426003       10.807979       84.472000       133.800003      26.471901      
65.675003       8.488232        71.176498       134.199997      23.776329      
105.024002      167.695007      539.612244      191.600006      442.281067     
95.500000       124.481255      274.120056      144.000000      198.295990     
104.834000      200.069992      511.688538      162.800003      442.958130     
83.641998       119.778244      283.306671      152.399994      168.762985     
88.622002       152.079178      268.125854      153.500000      224.356995     
90.276001       160.709991      261.066681      150.899994      212.995056     
73.448997       31.779741       172.360001      150.199997      59.832607      
70.164001       16.882458       131.057327      149.300003      38.676601      
67.656998       10.017593       117.120392      148.300003      28.554338      
65.375000       10.762887       95.772507       146.899994      24.276600      
63.266998       8.268921        76.582504       145.100006      21.157715      
67.870003       32.079750       63.647003       144.000000      53.690899      
75.156998       51.397751       118.492264      146.899994      90.306114      
117.377998      547.994995      1175.151245     404.600006      1073.509033    
86.343002       71.891251       273.659973      175.199997      122.991814     
91.964996       204.674988      341.876678      204.699997      300.584015     
95.320000       274.339996      410.226746      202.399994      375.572021     
95.834000       146.191666      244.579971      174.899994      188.357971     
76.989998       49.227383       173.738693      172.699997      75.847206      
71.254997       23.161081       147.845993      169.699997      45.243301      
68.614998       14.599339       124.701012      166.600006      35.475201      
65.728996       11.638840       102.380005      163.100006      30.254202      
63.743000       11.517531       85.389992       159.500000      26.424698      
63.731998       13.527184       55.983002       155.600006      27.128801      
85.472000       148.887497      409.647186      199.800003      356.561981     
96.183998       221.870834      492.553284      208.199997      442.808990     
74.559998       67.473259       188.122726      157.199997      103.305000     
94.317001       154.550003      255.169968      170.000000      215.521057     
91.707001       160.759995      240.753342      163.800003      207.681000     
94.422997       174.239990      356.562866      170.800003      285.172028     
89.873001       157.475006      310.237488      161.300003      221.110001     
70.415001       24.255146       158.758987      155.399994      47.705601      
66.193001       15.355052       130.195999      152.899994      36.594398      
62.606998       12.725236       108.930000      150.300003      30.590500      
59.513000       11.298447       92.916016       147.500000      26.478600      
60.722000       14.177807       66.186005       144.600006      28.352295      
72.122002       27.921249       86.706100       141.800003      64.070587      
69.098000       77.567200       142.877319      154.699997      109.928802     
151.089005      344.349976      1041.993042     237.399994      929.617920     
95.588997       81.612640       291.456482      157.199997      141.022690     
79.490997       71.513222       217.178528      156.300003      97.296898      
70.325996       26.049433       146.261002      152.000000      46.316597      
66.666000       16.211060       125.823997      148.800003      34.791698      
66.014000       13.963634       102.735756      145.600006      29.590000      
64.981003       10.547832       79.595261       142.300003      25.565498      
63.612000       11.860568       62.527996       138.800003      22.476604      
63.507000       10.275702       47.630001       135.199997      20.187296      
69.498001       33.797600       82.957085       132.899994      69.068306      
75.293999       62.419003       168.224945      130.899994      146.492096     
79.026001       140.904999      260.819977      178.899994      228.509995     

p-factor= 0.64
r-factor= 6.94
R2= 0.09
Nash_Sutclif= -9.40


 FLOW_OUT_11
observed          L95PPU         U95PPU         Best_Sim       M95PPU
39.101002       22.056400       40.969250       14.220000       31.032997      
38.669998       22.072001       32.042625       15.450000       28.603506      
38.169998       18.912800       26.672873       15.850000       23.752302      
33.557999       10.118884       22.040918       16.790001       13.289099      
31.643999       10.407322       16.183498       16.230000       12.542498      
27.139000       0.058442        8.487640        14.120000       0.771966       
25.888000       0.015961        3.639000        12.130000       0.366321       
24.920000       0.025763        1.050151        10.390000       0.280027       
23.982000       0.026834        0.906515        8.927000        0.218393       
25.944000       3.615292        9.413183        8.315000        8.426490       
31.285000       9.997201        17.357868       9.442000        15.301908      
31.142000       11.023400       19.936438       10.330000       16.611156      
45.556000       28.094000       80.138672       13.900000       67.189301      
57.931000       32.576286       59.566010       21.190001       45.176205      
55.271999       37.194000       54.773994       23.129999       48.901997      
38.816002       3.726439        29.469170       24.129999       8.560000       
32.389999       0.315982        16.817522       20.950001       1.807133       
29.174999       0.111598        7.264794        18.030001       1.070785       
28.226000       0.050808        3.128512        15.520000       0.787350       
26.870001       0.024514        1.339611        13.330000       0.641310       
25.316999       0.014781        1.147000        11.470000       0.522736       
26.731001       1.990515        3.899321        10.160000       3.171280       
29.132000       2.329583        5.822875        9.031000        4.509611       
36.962002       7.884000        15.860769       9.234000        13.585169      
38.546001       18.917999       35.529003       11.460000       31.929205      
44.169998       39.231247       71.803787       17.559999       64.386703      
50.110001       49.057243       67.493103       22.139999       62.036098      
39.770000       1.944440        29.937195       23.620001       6.436780       
38.894001       18.695833       30.055494       22.379999       25.668003      
31.542000       0.775267        17.502634       21.059999       4.007392       
29.650000       0.063243        7.267214        18.110001       0.908716       
27.747999       0.020221        3.106000        15.530000       0.566064       
25.094999       0.017191        1.334000        13.340000       0.417099       
24.465000       0.014630        0.570574        11.470000       0.331742       
37.102001       15.442550       80.576019       12.850000       67.812454      
39.724998       46.171127       80.468994       23.040001       64.863304      
30.923000       1.843783        32.580620       24.459999       8.125990       
35.981998       1.214529        15.902500       22.030001       3.097210       
41.710999       16.815001       29.710320       20.530001       24.598806      
46.068001       22.093000       36.536999       21.200001       31.404697      
32.943001       0.877646        17.904030       20.530001       4.371327       
28.551001       0.115766        8.880810        17.670000       0.956331       
27.225000       0.023930        4.559763        15.190000       0.553237       
25.593000       0.016765        1.301000        13.010000       0.384267       
25.450001       0.014407        1.118000        11.180000       0.290262       
27.284000       7.264899        23.180943       10.900000       20.314028      
36.118999       25.968000       68.991562       14.310000       58.434593      
34.514999       23.649998       52.559990       20.219999       36.109802      
34.671001       13.523750       30.495501       20.830000       19.362301      
48.237999       80.155998       183.818390      31.879999       167.341034     
33.868000       11.115799       66.204994       37.540001       21.643499      
29.944000       0.880642        27.611473       32.709999       3.418198       
26.687000       0.542954        11.591660       28.219999       2.044248       
22.958000       0.400811        5.163680        24.340000       1.528410       
21.856001       0.288711        2.334800        20.990000       1.236358       
21.181000       0.216524        1.980150        18.059999       1.029710       
20.125999       0.165586        0.913668        15.580000       0.873815       
20.525999       0.137689        0.783267        13.440000       0.755032       
23.566000       1.635536        5.995958        11.730000       4.600210       
29.472000       11.972150       24.727127       12.670000       21.653664      
30.615000       15.151999       26.069996       13.730000       22.585699      
42.367001       21.310419       30.068130       15.380000       26.580696      
38.313999       37.345245       80.999756       19.330000       72.626595      
35.664001       5.683031        38.065998       23.340000       11.949152      
28.576000       0.323174        16.587040       20.150000       1.675140       
23.125999       0.150534        7.008740        17.330000       0.880025       
21.763000       0.080854        3.031216        14.910000       0.595531       
20.969999       0.038434        1.298782        12.790000       0.440686       
21.016001       0.078908        0.608922        11.000000       0.426784       
20.893999       0.202752        0.653135        9.483000        0.524489       
27.030001       9.052813        42.642651       10.030000       33.715405      
41.118000       62.168743       124.691322      20.750000       111.985916     
37.300999       55.275116       79.230751       30.010000       68.400208      
36.291000       22.698393       50.191330       33.700001       29.933496      
36.757000       32.151669       41.937992       31.840000       38.210400      
43.547001       9.291817        30.063662       31.360001       15.010209      
43.250000       17.291250       28.443338       30.209999       23.051905      
30.500999       1.012504        13.758300       26.540001       3.027277       
26.181999       0.259989        7.022140        22.870001       1.325888       
23.787001       0.167601        2.580675        19.650000       0.979302       
22.958000       0.105449        1.768366        16.930000       0.792054       
34.928001       3.584906        10.708909       14.990000       7.908720       
39.754002       13.355715       24.556940       15.320000       20.115570      
40.980000       30.661999       55.277645       19.010000       47.417404      
39.073002       17.731249       30.117006       19.209999       24.634897      
30.885000       14.045000       28.672995       20.580000       20.204998      
45.794998       24.773333       40.665504       20.750000       34.027699      
33.939999       0.507887        16.583405       19.500000       2.769087       
26.995001       0.160887        8.468999        16.799999       1.089074       
25.511000       0.062795        4.365688        14.450000       0.727182       
23.162001       0.026065        2.494048        12.430000       0.558804       
22.565001       0.013737        1.066000        10.660000       0.446133       
21.368999       0.011693        0.456011        9.167000        0.367793       
27.766001       1.350075        6.054637        8.022000        4.368208       
38.243999       16.289450       47.376408       10.100000       42.045055      
43.542999       17.920084       28.683073       13.190000       24.353205      
44.250999       24.460445       38.241814       15.760000       32.544209      
40.950001       49.348751       90.926666       21.820000       82.358284      
45.111000       21.136160       53.227337       26.129999       30.027197      
41.702999       2.728171        23.298676       23.629999       5.437850       
27.951000       0.200982        12.309400       20.400000       1.370235       
26.728001       0.086941        5.312744        17.559999       0.901616       
25.136000       0.041756        3.039688        15.110000       0.683855       
23.472000       0.016714        1.297000        12.970000       0.543529       
21.789000       0.014235        0.555153        11.160000       0.447690       
28.944000       3.483250        10.494582       10.160000       9.089531       
34.535000       22.965000       45.004280       13.890000       41.056297      
40.973999       52.052662       83.731262       20.730000       75.585297      
46.376999       46.788002       68.497330       28.180000       59.751007      
41.504002       35.295002       48.134068       29.070000       43.208405      
33.542999       7.360603        27.507973       27.930000       12.449460      
28.990000       2.218370        15.640001       24.610001       4.191169       
27.362000       2.947827        8.513100        21.580000       4.707621       
25.448999       0.294845        5.843720        18.850000       1.208916       
24.167000       0.053038        2.055465        16.219999       0.674831       
23.264000       0.018972        1.392931        13.920000       0.517867       
22.080000       0.015268        0.595446        11.970000       0.418898       
22.818001       0.045799        0.543934        10.310000       0.452205       
37.645000       28.195248       86.358192       14.890000       74.420204      
34.028000       10.843229       40.585125       20.110001       20.253000      
37.719002       19.767916       40.239964       18.809999       33.455002      
29.992001       1.716936        24.528698       20.680000       7.003322       
34.737999       18.622917       37.705822       19.120001       31.653994      
33.845001       3.075253        21.358059       19.920000       8.361091       
25.747000       0.388934        10.514281       17.280001       1.447864       
24.082001       0.083382        4.505730        14.870000       0.674354       
22.695999       0.023509        2.561502        12.780000       0.461293       
21.177000       0.014124        1.096000        10.960000       0.346127       
20.362000       0.012015        0.468597        9.420000        0.272728       
21.948999       5.057200        13.996902       9.045000        12.395770      
24.504999       9.699750        23.209276       9.779000        19.110329      
40.344002       100.411003      257.008759      27.730000       243.151794     
33.551998       7.187225        86.345062       43.730000       20.901976      
36.403999       29.107857       43.509392       41.279999       38.532001      
37.502998       38.393749       54.114487       42.020000       45.232498      
37.639000       16.853251       34.332745       39.410000       21.910999      
27.775000       1.812480        18.313000       34.860001       3.931621       
24.083000       1.017922        9.739650        30.180000       2.272885       
22.226000       0.747202        3.882425        26.059999       1.693751       
20.796000       0.602990        2.762320        22.450001       1.403094       
20.271999       0.499726        1.416495        19.389999       1.198864       
20.260000       0.496758        1.285548        16.750000       1.093514       
29.143999       24.672499       68.558968       19.190001       62.035091      
42.660000       50.673244       75.090843       25.559999       67.834206      
29.181999       3.551383        31.003174       27.080000       8.207200       
37.284000       21.751093       31.343996       26.950001       26.816500      
34.646000       21.516876       32.084003       25.270000       27.546501      
46.584999       21.935209       39.207874       25.100000       31.409296      
43.487000       21.435415       41.738663       27.620001       29.287308      
28.082001       0.736528        16.415363       23.980000       2.350308       
25.462000       0.452377        8.535420        20.700001       1.470047       
24.552999       0.339990        3.817760        17.820000       1.119496       
23.500000       0.254104        1.748140        15.370000       0.917163       
24.636999       0.928853        2.739634        13.330000       1.956192       
29.135000       16.261000       27.102995       13.780000       23.054096      
59.139999       62.124504       153.283768      24.620001       139.635010     
33.796001       6.509791        53.112507       30.610001       14.251591      
31.132000       10.265000       28.039999       27.520000       12.969501      
26.259001       0.922570        14.942160       24.309999       2.415355       
24.844999       0.659213        6.745680        21.010000       1.639184       
