Stname  observed          L95PPU          U95PPU        Best_Sim
FLOW_OUT_8     71.222000       8.230703        60.463974       131.399994     
FLOW_OUT_8     78.836998       47.058334       104.437721      129.500000     
FLOW_OUT_8     96.321999       120.839996      310.206696      164.100006     
FLOW_OUT_8     88.725998       100.649109      190.362686      133.699997     
FLOW_OUT_8     89.614998       65.776253       141.470016      132.699997     
FLOW_OUT_8     121.122002      351.019958      739.797058      304.299988     
FLOW_OUT_8     87.675003       54.419922       195.897781      144.199997     
FLOW_OUT_8     79.231003       15.816525       136.329254      141.500000     
FLOW_OUT_8     73.018997       10.195467       121.095871      138.199997     
FLOW_OUT_8     70.133003       8.202413        87.298264       134.899994     
FLOW_OUT_8     68.862000       7.116586        69.106003       131.300003     
FLOW_OUT_8     65.720001       6.514482        54.799198       127.500000     
FLOW_OUT_8     62.812000       5.512888        40.818695       123.599998     
FLOW_OUT_8     62.967999       5.009860        27.777597       119.500000     
FLOW_OUT_8     68.293999       10.333806       72.781609       115.400002     
FLOW_OUT_8     83.332001       45.422501       150.413284      117.000000     
FLOW_OUT_8     81.757004       56.017086       124.079361      111.599998     
FLOW_OUT_8     114.488998      99.378128       395.599304      111.099998     
FLOW_OUT_8     108.267998      217.994980      568.854980      136.899994     
FLOW_OUT_8     97.468002       156.587112      291.169769      115.300003     
FLOW_OUT_8     78.147003       22.267179       185.268005      112.000000     
FLOW_OUT_8     71.458000       15.143997       127.602997      108.800003     
FLOW_OUT_8     68.907997       9.837250        100.143715      105.800003     
FLOW_OUT_8     67.002998       7.065917        92.081093       102.900002     
FLOW_OUT_8     66.263000       5.808862        71.649406       100.000000     
FLOW_OUT_8     65.224998       5.417587        60.380005       97.199997      
FLOW_OUT_8     81.018997       75.453499       195.322845      110.300003     
FLOW_OUT_8     108.671997      205.962494      537.573120      176.899994     
FLOW_OUT_8     98.464996       200.699982      340.033295      158.899994     
FLOW_OUT_8     94.458000       149.057510      257.120056      118.800003     
FLOW_OUT_8     96.599998       142.975006      224.199966      152.899994     
FLOW_OUT_8     108.045998      65.777878       151.658249      116.699997     
FLOW_OUT_8     109.626999      75.189499       161.503311      118.900002     
FLOW_OUT_8     83.241997       15.441128       115.497261      118.000000     
FLOW_OUT_8     74.536003       6.464442        101.710281      116.400002     
FLOW_OUT_8     69.387001       4.490963        81.433716       114.500000     
FLOW_OUT_8     66.989998       4.351076        58.240005       112.300003     
FLOW_OUT_8     88.537003       24.638500       127.355515      110.300003     
FLOW_OUT_8     107.018997      53.890999       130.600983      109.699997     
FLOW_OUT_8     106.429001      103.506996      308.435913      118.800003     
FLOW_OUT_8     103.914001      91.703339       173.728012      115.199997     
FLOW_OUT_8     82.971001       51.912857       132.840012      116.099998     
FLOW_OUT_8     116.161003      132.291672      559.962463      112.400002     
FLOW_OUT_8     95.594002       61.508106       207.792252      111.400002     
FLOW_OUT_8     77.402000       11.631096       143.037979      109.199997     
FLOW_OUT_8     71.671997       5.827229        99.744408       107.300003     
FLOW_OUT_8     69.204002       4.649178        95.827454       105.599998     
FLOW_OUT_8     67.319000       4.683529        76.475998       103.800003     
FLOW_OUT_8     64.845001       4.120393        52.912998       101.900002     
FLOW_OUT_8     75.291000       17.308750       179.791977      100.099998     
FLOW_OUT_8     97.018997       106.093124      331.003998      126.800003     
FLOW_OUT_8     97.639999       106.310997      202.054108      105.400002     
FLOW_OUT_8     113.082001      146.940002      249.159988      103.900002     
FLOW_OUT_8     108.700996      262.713318      457.937775      183.300003     
FLOW_OUT_8     124.244003      179.389999      300.799988      112.699997     
FLOW_OUT_8     98.227997       110.468750      192.190033      112.300003     
FLOW_OUT_8     79.626999       18.608370       135.051987      110.900002     
FLOW_OUT_8     74.532997       13.253180       104.470238      109.300003     
FLOW_OUT_8     71.489998       8.466613        96.380722       107.599998     
FLOW_OUT_8     68.727997       6.709216        85.806198       105.699997     
FLOW_OUT_8     65.472000       5.886813        64.438400       103.699997     
FLOW_OUT_8     85.521004       54.683334       187.717041      102.000000     
FLOW_OUT_8     101.065002      118.504158      233.426620      132.100006     
FLOW_OUT_8     122.555000      355.800018      1049.003174     169.000000     
FLOW_OUT_8     124.508003      333.679993      620.987488      165.500000     
FLOW_OUT_8     103.080002      202.806931      361.720032      162.600006     
FLOW_OUT_8     96.709999       123.710709      221.860001      122.000000     
FLOW_OUT_8     83.658997       137.289993      207.975967      124.199997     
FLOW_OUT_8     78.957001       49.178860       168.284988      126.699997     
FLOW_OUT_8     73.410004       19.596556       146.781998      129.199997     
FLOW_OUT_8     70.299004       13.381033       128.781631      131.199997     
FLOW_OUT_8     68.157997       13.787367       108.933998      132.800003     
FLOW_OUT_8     66.426003       10.807979       84.472000       133.800003     
FLOW_OUT_8     65.675003       8.488232        71.176498       134.199997     
FLOW_OUT_8     105.024002      167.695007      539.612244      191.600006     
FLOW_OUT_8     95.500000       124.481255      274.120056      144.000000     
FLOW_OUT_8     104.834000      200.069992      511.688538      162.800003     
FLOW_OUT_8     83.641998       119.778244      283.306671      152.399994     
FLOW_OUT_8     88.622002       152.079178      268.125854      153.500000     
FLOW_OUT_8     90.276001       160.709991      261.066681      150.899994     
FLOW_OUT_8     73.448997       31.779741       172.360001      150.199997     
FLOW_OUT_8     70.164001       16.882458       131.057327      149.300003     
FLOW_OUT_8     67.656998       10.017593       117.120392      148.300003     
FLOW_OUT_8     65.375000       10.762887       95.772507       146.899994     
FLOW_OUT_8     63.266998       8.268921        76.582504       145.100006     
FLOW_OUT_8     67.870003       32.079750       63.647003       144.000000     
FLOW_OUT_8     75.156998       51.397751       118.492264      146.899994     
FLOW_OUT_8     117.377998      547.994995      1175.151245     404.600006     
FLOW_OUT_8     86.343002       71.891251       273.659973      175.199997     
FLOW_OUT_8     91.964996       204.674988      341.876678      204.699997     
FLOW_OUT_8     95.320000       274.339996      410.226746      202.399994     
FLOW_OUT_8     95.834000       146.191666      244.579971      174.899994     
FLOW_OUT_8     76.989998       49.227383       173.738693      172.699997     
FLOW_OUT_8     71.254997       23.161081       147.845993      169.699997     
FLOW_OUT_8     68.614998       14.599339       124.701012      166.600006     
FLOW_OUT_8     65.728996       11.638840       102.380005      163.100006     
FLOW_OUT_8     63.743000       11.517531       85.389992       159.500000     
FLOW_OUT_8     63.731998       13.527184       55.983002       155.600006     
FLOW_OUT_8     85.472000       148.887497      409.647186      199.800003     
FLOW_OUT_8     96.183998       221.870834      492.553284      208.199997     
FLOW_OUT_8     74.559998       67.473259       188.122726      157.199997     
FLOW_OUT_8     94.317001       154.550003      255.169968      170.000000     
FLOW_OUT_8     91.707001       160.759995      240.753342      163.800003     
FLOW_OUT_8     94.422997       174.239990      356.562866      170.800003     
FLOW_OUT_8     89.873001       157.475006      310.237488      161.300003     
FLOW_OUT_8     70.415001       24.255146       158.758987      155.399994     
FLOW_OUT_8     66.193001       15.355052       130.195999      152.899994     
FLOW_OUT_8     62.606998       12.725236       108.930000      150.300003     
FLOW_OUT_8     59.513000       11.298447       92.916016       147.500000     
