Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:46830000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
46830000;2;01/01/1962;;1;1;99,523;80,025;87,178;5;26;1;1;1;;0;82,487;85,809;90,021;91,725;99,523;96,031;95,165;96,031;93,44;89,174;86,646;86,646;86,646;88,328;88,328;86,646;84,143;83,313;87,486;90,021;88,328;85,809;84,143;82,487;80,843;80,025;82,487;82,487;82,487;83,313;82,487;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1961;;1;1;85,809;59,023;73,156;18;1;1;1;1;;0;59,023;59,762;61,999;62,75;64,262;65,786;67,322;67,322;68,094;71,213;79,21;81,664;83,313;83,313;83,313;82,487;83,313;85,809;85,809;82,487;79,21;75,176;71,213;68,094;66,553;65,023;66,553;68,094;71,213;76,781;81,664;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1961;;1;1;63,505;57,554;60,09;16;25;1;1;1;;0;60,505;60,505;59,762;59,023;59,023;58,287;59,762;60,505;60,505;61,25;61,999;61,25;60,505;61,25;61,999;63,505;63,505;61,999;61,25;60,505;59,762;59,023;58,287;58,287;57,554;57,554;58,287;59,023;59,023;59,023;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1961;;1;1;63,505;59,023;60,152;16;1;1;1;1;;0;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,023;59,762;61,25;62,75;63,505;63,505;61,999;61,25;60,505;60,505;59,762;59,023;59,023;59,023;59,023;59,023;59,762;61,25;63,505;61,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1961;;1;1;61,25;59,023;60,11;1;26;1;1;1;;0;61,25;61,25;61,25;61,25;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,023;59,023;59,023;59,023;59,023;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1961;;1;1;62,75;61,25;61,926;1;28;1;1;1;;0;62,75;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,25;61,25;61,25;61,25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1961;;1;1;65,786;62,75;63,628;1;25;1;1;1;;0;65,786;65,023;65,023;64,262;64,262;64,262;64,262;64,262;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;62,75;62,75;62,75;62,75;62,75;62,75;62,75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1961;;1;1;67,322;65,786;66,476;1;25;1;1;1;;0;67,322;67,322;67,322;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;65,786;65,786;65,786;65,786;65,786;65,786;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1961;;1;1;75,977;66,553;69,368;2;22;1;1;1;;0;75,176;75,977;75,977;75,176;72,789;72;71,213;71,213;72;71,213;70,429;69,648;68,87;68,094;68,094;68,094;68,094;67,322;67,322;67,322;67,322;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;67,322;67,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1961;;1;1;75,977;69,648;71,853;1;17;1;1;1;;0;75,977;75,176;74,378;75,176;75,176;75,176;74,378;74,378;72,789;72;71,213;71,213;72;72,789;72;70,429;69,648;70,429;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;70,429;71,213;72,789;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1961;;1;1;95,165;75,977;83,771;17;3;1;1;1;;0;78,397;76,781;75,977;77,588;80,025;81,664;82,487;83,313;82,487;80,843;79,21;78,397;80,025;84,974;90,021;93,44;95,165;94,301;94,301;95,165;93,44;92,581;89,174;85,809;83,313;80,843;80,843;77,588;76,781;75,977;75,977;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1961;;1;1;111,154;77,588;89,319;2;9;1;1;1;;0;110,245;111,154;108,432;101,285;94,301;87,486;81,664;78,397;77,588;78,397;79,21;80,843;82,487;89,174;91,725;91,725;90,872;90,872;91,725;90,872;89,174;89,174;89,174;88,328;87,486;84,974;83,313;80,843;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1961;;1;1;106,63;77,588;90,753;31;1;1;1;1;;0;77,588;77,588;79,21;80,843;84,143;85,809;84,974;85,809;90,021;90,872;92,581;95,165;96,031;94,301;94,301;94,301;91,725;89,174;86,646;84,974;83,313;81,664;81,664;89,174;98,646;103,946;105,733;101,285;101,285;103,946;106,63;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1960;;1;1;112,067;72,789;88,959;24;15;1;1;1;;0;78,397;81,664;83,313;86,646;84,974;85,809;85,809;84,143;84,143;84,974;84,143;80,843;76,781;73,582;72,789;73,582;77,588;85,809;92,581;98,646;103,946;106,63;109,337;112,067;111,154;108,432;103,056;96,031;89,174;82,487;79,21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1960;;1;1;90,021;61,999;73,292;22;5;1;1;1;;0;65,786;64,262;63,505;62,75;61,999;61,999;61,999;61,999;61,999;61,999;61,999;62,75;65,786;68,094;72;72,789;77,588;81,664;84,974;88,328;89,174;90,021;90,021;88,328;84,143;80,025;79,21;78,397;77,588;77,588;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1960;;1;1;66,553;59,762;61,934;31;26;1;1;1;;0;61,999;63,505;63,505;63,505;62,75;62,75;62,75;63,505;64,262;64,262;63,505;62,75;61,25;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;59,762;60,505;60,505;61,999;64,262;66,553;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1960;;1;1;63,505;60,505;61,852;1;24;1;1;1;;0;63,505;63,505;63,505;63,505;63,505;62,75;62,75;62,75;62,75;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,999;61,25;61,25;61,25;61,25;61,25;61,25;60,505;60,505;60,505;60,505;60,505;60,505;60,505;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1960;;1;1;65,023;63,505;64,729;1;29;1;1;1;;0;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;65,023;64,262;64,262;64,262;64,262;64,262;64,262;63,505;63,505;63,505;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1960;;1;1;66,553;65,023;65,812;1;25;1;1;1;;0;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,786;65,023;65,023;65,023;65,023;65,023;65,023;65,023;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1960;;1;1;69,648;66,553;67,891;1;23;1;1;1;;0;69,648;69,648;69,648;69,648;69,648;68,87;68,87;68,87;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;67,322;67,322;67,322;67,322;67,322;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1960;;1;1;84,143;69,648;74,776;7;29;1;1;1;;0;75,977;75,176;75,176;75,977;77,588;80,025;84,143;83,313;81,664;80,843;79,21;78,397;76,781;75,977;75,176;74,378;73,582;72,789;72,789;72,789;72;71,213;71,213;71,213;70,429;70,429;70,429;70,429;69,648;69,648;69,648;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1960;;1;1;116,666;75,977;86,199;1;24;1;1;1;;0;116,666;114,819;112,982;111,154;105,733;100,402;95,165;91,725;87,486;84,143;82,487;80,843;79,21;79,21;80,025;80,843;80,025;80,025;79,21;79,21;78,397;77,588;76,781;75,977;75,977;75,977;75,977;75,977;75,977;75,977;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1960;;1;1;158,665;74,378;121,351;17;1;1;1;1;;0;74,378;80,025;83,313;87,486;92,581;104,838;106,63;111,154;106,63;111,154;120,389;129,866;146,516;154,58;154,58;156,618;158,665;154,58;146,516;138,597;133,723;134,693;130,826;121,326;116,666;116,666;116,666;117,593;117,593;118,522;118,522;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1960;;1;1;147,516;74,378;105,813;7;29;1;1;1;;0;105,733;114,819;123,207;127,951;136,64;142,538;147,516;147,516;146,516;146,516;144,522;140,563;130,826;116,666;102,169;90,872;84,974;80,843;79,21;77,588;75,977;75,977;75,977;75,977;75,977;75,977;75,977;75,176;74,378;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
46830000;2;01/01/1960;;1;1;111,154;75,977;92,921;11;17;1;1;1;;0;78,397;83,313;89,174;93,44;98,646;104,838;109,337;110,245;110,245;110,245;111,154;111,154;107,53;97,772;86,646;80,025;75,977;76,781;79,21;82,487;87,486;89,174;89,174;88,328;84,974;84,143;84,974;85,809;93,44;96,031;100,402;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1959;;1;1;81,664;65,786;71,321;1;6;1;1;1;;0;81,664;74,378;70,429;68,094;66,553;65,786;66,553;67,322;68,87;69,648;74,378;75,176;74,378;73,582;75,977;75,977;75,977;75,176;72;70,429;68,094;66,553;67,322;68,094;69,648;69,648;69,648;71,213;71,213;72;75,176;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1959;;1;1;90,872;63,505;72,901;28;12;1;1;1;;0;68,87;70,429;72;72,789;71,213;69,648;67,322;65,786;66,553;65,023;64,262;63,505;63,505;63,505;65,023;67,322;70,429;72;72,789;74,378;75,176;75,977;75,977;75,977;78,397;83,313;88,328;90,872;90,021;86,646;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1959;;1;1;70,429;61,25;66,494;17;9;1;1;1;;0;65,786;68,87;69,648;68,87;67,322;65,786;64,262;62,75;61,25;62,75;64,262;65,786;66,553;68,094;68,094;68,87;70,429;69,648;67,322;65,786;64,262;63,505;63,505;63,505;64,262;66,553;68,87;69,648;68,87;68,094;68,094;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1959;;1;1;63,505;59,762;60,482;30;16;1;1;1;;0;61,25;61,25;61,25;61,25;61,25;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;60,505;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;59,762;60,505;61,999;63,505;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1959;;1;1;63,505;61,25;62,219;1;20;1;1;1;;0;63,505;63,505;63,505;63,505;63,505;63,505;63,505;62,75;62,75;62,75;62,75;62,75;62,75;62,75;61,999;61,999;61,999;61,999;61,999;61,25;61,25;61,25;61,25;61,25;61,25;61,25;61,25;61,25;61,25;61,25;61,25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1959;;1;1;65,786;63,505;64,19;1;17;1;1;1;;0;65,786;65,786;65,786;65,023;65,023;65,023;65,023;65,023;65,023;64,262;64,262;64,262;64,262;64,262;64,262;64,262;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1959;;1;1;68,094;65,786;67,401;4;28;1;1;1;;0;67,322;67,322;67,322;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;67,322;67,322;67,322;67,322;67,322;66,553;66,553;66,553;66,553;66,553;65,786;65,786;65,786;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1959;;1;1;68,87;67,322;67,821;1;18;1;1;1;;0;68,87;68,87;68,87;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;68,094;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1959;;1;1;89,174;68,87;75,036;1;30;1;1;1;;0;89,174;89,174;88,328;84,974;81,664;79,21;77,588;76,781;75,977;75,176;75,176;74,378;74,378;73,582;72,789;72,789;72;72;71,213;71,213;71,213;70,429;70,429;71,213;71,213;71,213;69,648;69,648;69,648;68,87;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1959;;1;1;103,056;78,397;90,767;6;17;1;1;1;;0;91,725;93,44;96,031;100,402;102,169;103,056;102,169;100,402;99,523;98,646;95,165;90,872;87,486;83,313;81,664;79,21;78,397;80,843;85,809;85,809;86,646;90,021;92,581;92,581;91,725;89,174;86,646;84,974;86,646;87,486;89,174;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1959;;1;1;117,593;75,977;86,415;1;11;1;1;1;;0;117,593;103,946;95,165;89,174;86,646;84,143;82,487;80,025;78,397;77,588;75,977;76,781;77,588;78,397;80,025;90,021;87,486;85,809;85,809;85,809;85,809;85,809;86,646;87,486;87,486;88,328;89,174;90,021;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1959;;1;1;156,618;80,025;117,044;7;18;1;1;1;;0;145,518;148,518;147,516;149,523;151,539;154,58;156,618;152,55;141,549;127,951;115,741;103,056;94,301;90,021;86,646;83,313;81,664;80,025;80,025;81,664;89,174;95,165;101,285;107,53;112,067;115,741;120,389;126,046;130,826;131,79;126,046;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1958;;1;1;137,618;66,553;89,844;31;7;1;1;1;;0;77,588;77,588;75,977;72,789;70,429;68,094;66,553;68,87;71,213;78,397;83,313;86,646;91,725;97,772;99,523;99,523;101,285;100,402;98,646;96,9;94,301;88,328;82,487;80,843;81,664;86,646;96,031;107,53;118,522;127,951;137,618;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1958;;1;1;90,872;62,75;73,192;3;25;1;1;1;;0;81,664;88,328;90,872;88,328;87,486;86,646;84,143;82,487;80,843;79,21;76,781;73,582;72;68,87;68,094;67,322;66,553;65,786;65,023;65,023;64,262;63,505;63,505;63,505;62,75;63,505;63,505;65,786;71,213;75,176;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1958;;1;1;84,143;61,999;68,53;27;7;1;1;1;;0;62,75;63,505;63,505;63,505;63,505;62,75;61,999;61,999;62,75;64,262;65,786;65,786;65,786;65,786;65,023;65,023;65,023;65,023;64,262;64,262;65,023;69,648;73,582;77,588;80,843;83,313;84,143;81,664;77,588;73,582;75,176;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1958;;1;1;66,553;61,999;63,866;17;7;1;1;1;;0;62,75;62,75;62,75;62,75;62,75;62,75;61,999;61,999;61,999;61,999;61,999;61,999;62,75;63,505;65,023;65,023;66,553;66,553;65,786;66,553;66,553;66,553;66,553;65,786;65,023;64,262;63,505;62,75;62,75;61,999;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1958;;1;1;65,786;63,505;64,264;1;17;1;1;1;;0;65,786;65,786;65,786;65,786;65,023;65,023;65,023;65,023;65,023;65,023;65,023;64,262;64,262;64,262;64,262;64,262;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;63,505;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1958;;1;1;70,429;66,553;67,749;1;15;1;1;1;;0;70,429;70,429;69,648;69,648;69,648;68,87;68,87;68,094;68,094;67,322;67,322;67,322;67,322;67,322;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;66,553;67,322;68,094;68,094;68,094;68,094;67,322;67,322;66,553;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1958;;1;1;70,429;69,648;69,934;20;1;1;1;1;;0;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;69,648;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1958;;1;1;73,582;69,648;71,089;1;27;1;1;1;;0;73,582;72,789;72,789;72,789;72;72;72;72;72;71,213;71,213;71,213;71,213;71,213;71,213;71,213;71,213;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;70,429;69,648;69,648;69,648;69,648;69,648;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1958;;1;1;128,907;74,378;87,081;1;26;1;1;1;;0;128,907;126,997;122,265;112,982;103,946;96,9;94,301;91,725;89,174;86,646;83,313;80,025;78,397;78,397;79,21;81,664;82,487;81,664;80,843;79,21;77,588;76,781;75,977;75,977;75,176;74,378;74,378;74,378;74,378;74,378;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1958;;1;1;125,097;76,781;90,161;31;19;1;1;1;;0;88,328;87,486;89,174;90,872;90,872;89,174;86,646;84,974;82,487;80,843;80,843;80,843;81,664;80,843;80,843;80,843;79,21;77,588;76,781;78,397;81,664;85,809;89,174;93,44;99,523;101,285;104,838;109,337;115,741;120,389;125,097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1958;;1;1;130,826;77,588;107,002;6;23;1;1;1;;0;122,265;127,951;127,951;126,997;128,907;130,826;128,907;126,997;124,151;125,097;125,097;125,097;121,326;119,454;116,666;108,432;101,285;94,301;87,486;83,313;80,843;79,21;77,588;77,588;80,843;80,843;82,487;84,143;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1958;;1;1;110,245;70,429;87,469;31;10;1;1;1;;0;80,843;76,781;74,378;73,582;72,789;72;71,213;71,213;71,213;70,429;72;73,582;74,378;76,781;79,21;79,21;80,025;87,486;91,725;96,9;102,169;105,733;106,63;106,63;104,838;104,838;104,838;105,733;106,63;107,53;110,245;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1957;;1;1;92,581;72;80,731;28;18;1;1;1;;0;85,809;83,313;80,843;79,21;77,588;75,176;74,378;74,378;75,977;76,781;79,21;82,487;83,313;81,664;78,397;75,176;72,789;72;72,789;75,176;76,781;76,781;80,843;85,809;87,486;90,021;91,725;92,581;90,872;88,328;84,974;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1957;;1;1;95,165;65,023;74,259;28;7;1;1;1;;0;71,213;70,429;68,87;67,322;65,786;65,786;65,023;65,023;65,023;65,786;67,322;72,789;74,378;75,977;75,176;74,378;72,789;72,789;71,213;71,213;72;72,789;74,378;76,781;83,313;87,486;93,44;95,165;88,328;85,809;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1957;;1;1;79,21;65,023;70,261;10;25;1;1;1;;0;70,429;69,648;70,429;71,213;71,213;70,429;71,213;73,582;76,781;79,21;78,397;76,781;75,176;72,789;71,213;69,648;68,094;68,094;67,322;67,322;66,553;66,553;66,553;65,786;65,023;65,023;65,786;67,322;68,87;70,429;71,213;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1957;;1;1;72,789;67,322;68,361;26;1;1;1;1;;0;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;67,322;68,094;69,648;72;72,789;72,789;72,789;71,213;70,429;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1957;;1;1;70,429;67,322;68,571;1;25;1;1;1;;0;70,429;69,648;69,648;69,648;69,648;69,648;69,648;68,87;68,87;68,87;68,87;68,87;68,87;68,87;68,87;68,87;68,87;68,87;68,094;68,094;68,094;68,094;68,094;68,094;67,322;67,322;67,322;67,322;67,322;67,322;67,322;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1957;;1;1;74,378;70,429;72,207;1;26;1;1;1;;0;74,378;74,378;74,378;74,378;74,378;73,582;73,582;72,789;72,789;72,789;72,789;72,789;72,789;72,789;72;72;72;72;72;71,213;71,213;71,213;71,213;71,213;71,213;70,429;70,429;70,429;70,429;70,429;70,429;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1957;;1;1;80,025;75,176;77,271;1;26;1;1;1;;0;80,025;80,025;80,025;79,21;79,21;79,21;79,21;79,21;78,397;78,397;78,397;77,588;77,588;76,781;76,781;76,781;76,781;76,781;75,977;75,977;75,977;75,977;75,977;75,977;75,977;75,176;75,176;75,176;75,176;75,176;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1957;;1;1;87,486;80,843;82,868;22;13;1;1;1;;0;84,974;84,143;84,143;83,313;82,487;82,487;82,487;82,487;82,487;81,664;81,664;81,664;80,843;80,843;80,843;80,843;80,843;80,843;80,843;83,313;86,646;87,486;87,486;85,809;84,974;84,143;83,313;82,487;81,664;80,843;80,843;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1957;;1;1;142,538;84,974;109,541;3;30;1;1;1;;0;138,597;140,563;142,538;136,64;128,907;125,097;125,097;125,097;126,046;128,907;128,907;126,997;123,207;116,666;108,432;103,056;98,646;95,165;92,581;90,872;90,872;90,872;90,021;90,021;89,174;88,328;87,486;86,646;85,809;84,974;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
